id,username,ip,transactionTime,startTime,endTime,authorizationID,platform,usernames,polygon
652,John Paul Jones,192.168.1.12,24/12/2019 10:32,2019-06-05 10:40:45 UTC,2019-06-11 10:40:45 UTC,DEV-652-2019,DailyExpress,"79481322, 23722016, 34143141, 01776923, 55681613, 82823230","POLYGON ((25.797931, 110.011238), (26.797931,110.011238),(25.797931, 110.511238), (26.797931,110.511238),(25.797931,110.011238))"
653,John Paul Jones,192.168.1.47,28/11/2019 15:16,2020-01-04 23:39:10 UTC,2020-01-06 23:39:10 UTC,DEV-653-2019,TheSun,36072511,"POLYGON ((-8.371078, -77.32901), (-7.371078,-77.32901),(-8.371078, -76.82901), (-7.371078,-76.82901),(-8.371078,-77.32901))"
655,John Paul Jones,192.168.1.12,16/12/2019 11:26,2019-11-13 23:25:04 UTC,2019-11-16 23:25:04 UTC,DEV-655-2019,TheGuardian,"02966147, 62904227, 18244939, 22465193, 76161921","POLYGON ((23.404165, 113.220218), (24.404165,113.220218),(23.404165, 113.720218), (24.404165,113.720218),(23.404165,113.220218))"
656,John Paul Jones,192.168.1.12,25/11/2019 09:50,2019-03-22 14:12:03 UTC,2019-03-26 14:12:03 UTC,DEV-656-2019,TheTimes,"16316411, 25119598, 29789643, 77460008","POLYGON ((28.1905018, 112.999502), (29.1905018,112.999502),(28.1905018, 113.499502), (29.1905018,113.499502),(28.1905018,112.999502))"
660,John Paul Jones,192.168.1.47,08/10/2019 14:29,2019-02-17 19:42:41 UTC,2019-02-23 19:42:41 UTC,DEV-660-2019,TheSun,"40629103, 81243778, 86896730, 48434851, 96725363, 41007207, 39687040","POLYGON ((-7.3145841, 112.7576691), (-6.3145841,112.7576691),(-7.3145841, 113.2576691), (-6.3145841,113.2576691),(-7.3145841,112.7576691))"
662,Jimmy Page,192.168.1.66,23/01/2020 09:08,2019-07-17 18:35:42 UTC,2019-07-21 18:35:42 UTC,DEV-662-2020,TheTimes,"90268382, 13738973, 60914946, 94933073, 79309118, 17022239","POLYGON ((48.5347071, 7.6370168), (49.5347071,7.6370168),(48.5347071, 8.1370168), (49.5347071,8.1370168),(48.5347071,7.6370168))"
670,Jimmy Page,192.168.1.12,17/04/2019 08:48,2019-07-18 13:47:41 UTC,2019-07-21 13:47:41 UTC,DEV-670-2019,TheTimes,"06249812, 57363587, 82941560, 57363587, 62022834, 50304620, 87917042, 34422831, 95857958, 79901406, 30927395","POLYGON ((39.7083252, 20.7237136), (40.7083252,20.7237136),(39.7083252, 21.2237136), (40.7083252,21.2237136),(39.7083252,20.7237136))"
671,John Paul Jones,192.168.1.12,27/12/2019 14:14,2019-04-30 04:18:25 UTC,2019-05-04 04:18:25 UTC,DEV-671-2019,FinancialTimes,"02392399, 49832572, 10057312, 98611022, 76757081, 22585336, 53516606, 63349264","POLYGON ((11.1649599, 124.3922901), (12.1649599,124.3922901),(11.1649599, 124.8922901), (12.1649599,124.8922901),(11.1649599,124.3922901))"
672,Jimmy Page,192.168.1.12,16/12/2019 10:11,2019-04-01 22:54:59 UTC,2019-04-04 22:54:59 UTC,DEV-672-2019,TheGuardian,"08688321, 30458809, 89427018, 81814543, 81848143, 55239358, 68875849, 23240290, 54980793","POLYGON ((-18.1442811, 49.3957836), (-17.1442811,49.3957836),(-18.1442811, 49.8957836), (-17.1442811,49.8957836),(-18.1442811,49.3957836))"
674,Robert Plant,192.168.1.12,17/10/2019 15:44,2019-03-22 11:45:31 UTC,2019-03-28 11:45:31 UTC,DEV-674-2019,NewYorkTimes,"50204718, 29340325, 08992335, 31073488, 34292719, 56599523, 63713889, 45529729, 02002591, 16379274","POLYGON ((38.7025085, -9.3381698), (39.7025085,-9.3381698),(38.7025085, -8.8381698), (39.7025085,-8.8381698),(38.7025085,-9.3381698))"
677,John Paul Jones,192.168.1.12,17/04/2019 11:22,2019-05-28 19:53:10 UTC,2019-06-03 19:53:10 UTC,DEV-677-2019,MailOnline,"38747833, 64668463, 89183020, 21120357, 74241781, 13221009, 69889957, 24881782","POLYGON ((3.1523104, 101.7178316), (4.1523104,101.7178316),(3.1523104, 102.2178316), (4.1523104,102.2178316),(3.1523104,101.7178316))"
685,John Bonham,192.168.1.12,17/07/2019 15:51,2019-04-13 13:29:27 UTC,2019-04-16 13:29:27 UTC,DEV-685-2019,FinancialTimes,"53090463, 33068808, 89878624, 50237510, 86721908, 84185189, 02890903, 46319765, 07696778","POLYGON ((54.3418823, 10.1150681), (55.3418823,10.1150681),(54.3418823, 10.6150681), (55.3418823,10.6150681),(54.3418823,10.1150681))"
687,Jimmy Page,192.168.1.66,13/06/2019 10:35,2019-09-13 00:00:42 UTC,2019-09-18 00:00:42 UTC,DEV-687-2019,TheTimes,"12370751, 59614913, 77385669","POLYGON ((38.341245, 101.193664), (39.341245,101.193664),(38.341245, 101.693664), (39.341245,101.693664),(38.341245,101.193664))"
696,John Paul Jones,192.168.1.12,23/05/2019 12:44,2019-04-23 14:45:21 UTC,2019-04-25 14:45:21 UTC,DEV-696-2019,DailyExpress,"25613560, 67395393","POLYGON ((26.90846, 102.930164), (27.90846,102.930164),(26.90846, 103.430164), (27.90846,103.430164),(26.90846,102.930164))"
700,Robert Plant,192.168.1.12,16/04/2019 09:58,2019-04-05 07:59:37 UTC,2019-04-11 07:59:37 UTC,DEV-700-2019,TheGuardian,"55595104, 38861003, 25930888, 27993172, 79357575","POLYGON ((35.1338673, 33.0817144), (36.1338673,33.0817144),(35.1338673, 33.5817144), (36.1338673,33.5817144),(35.1338673,33.0817144))"
708,Jimmy Page,192.168.1.12,09/09/2019 12:42,2019-10-01 05:04:24 UTC,2019-10-05 05:04:24 UTC,DEV-708-2019,TheGuardian,"58583569, 21227986, 22981036, 71189226, 35480657, 90308070, 14665680, 12259964, 63533417","POLYGON ((35.136722, 102.8777), (36.136722,102.8777),(35.136722, 103.3777), (36.136722,103.3777),(35.136722,102.8777))"
710,Jimmy Page,192.168.1.12,22/03/2019 14:19,2019-10-15 22:31:58 UTC,2019-10-19 22:31:58 UTC,DEV-710-2019,TheTimes,"06122039, 09315268","POLYGON ((46.3789875, 14.0683139), (47.3789875,14.0683139),(46.3789875, 14.5683139), (47.3789875,14.5683139),(46.3789875,14.0683139))"
712,Jimmy Page,192.168.1.12,14/05/2019 11:51,2019-02-13 00:19:34 UTC,2019-02-19 00:19:34 UTC,DEV-712-2019,MailOnline,"23199023, 53697917, 12852433, 83486896, 42747917, 37717374, 85783198","POLYGON ((9.5259166, 45.5346307), (10.5259166,45.5346307),(9.5259166, 46.0346307), (10.5259166,46.0346307),(9.5259166,45.5346307))"
719,Jimmy Page,192.168.1.12,27/08/2019 12:33,2019-08-31 07:37:56 UTC,2019-09-03 07:37:56 UTC,DEV-719-2019,TheTimes,"95886246, 89770917, 61977190, 05022024, 85822449, 42688127","POLYGON ((39.858427, 116.287149), (40.858427,116.287149),(39.858427, 116.787149), (40.858427,116.787149),(39.858427,116.287149))"
737,Jimmy Page,192.168.1.12,21/10/2019 08:34,2019-09-08 05:10:40 UTC,2019-09-12 05:10:40 UTC,DEV-737-2019,WashingtonPost,"33586786, 86401684, 73113994, 93224643, 21488691, 20179365","POLYGON ((45.2397599, 13.9373092), (46.2397599,13.9373092),(45.2397599, 14.4373092), (46.2397599,14.4373092),(45.2397599,13.9373092))"
738,Jimmy Page,192.168.1.12,27/12/2019 13:37,2019-03-26 08:09:05 UTC,2019-03-28 08:09:05 UTC,DEV-738-2019,TheSun,"70737435, 45280256, 50358005, 51283408, 96093513","POLYGON ((60.9501559, 21.444609), (61.9501559,21.444609),(60.9501559, 21.944609), (61.9501559,21.944609),(60.9501559,21.444609))"
741,John Paul Jones,192.168.1.12,13/06/2019 08:26,2019-02-17 01:14:06 UTC,2019-02-21 01:14:06 UTC,DEV-741-2019,DailyExpress,"12737586, 08496517, 43594540, 43942143","POLYGON ((14.299475, -88.1706047), (15.299475,-88.1706047),(14.299475, -87.6706047), (15.299475,-87.6706047),(14.299475,-88.1706047))"
743,Jimmy Page,192.168.1.12,23/04/2019 11:00,2019-12-08 09:38:39 UTC,2019-12-11 09:38:39 UTC,DEV-743-2019,FinancialTimes,"82586598, 59450095, 71382323","POLYGON ((32.497877, 119.975728), (33.497877,119.975728),(32.497877, 120.475728), (33.497877,120.475728),(32.497877,119.975728))"
747,Jimmy Page,192.168.1.12,09/01/2020 08:16,2019-11-14 05:03:57 UTC,2019-11-16 05:03:57 UTC,DEV-747-2020,WashingtonPost,"03136530, 84876630, 62548479, 99970897, 34166174, 34420094, 29155551, 55356679, 22020907, 71305515, 75902732","POLYGON ((4.024168, -67.683823), (5.024168,-67.683823),(4.024168, -67.183823), (5.024168,-67.183823),(4.024168,-67.683823))"
753,John Paul Jones,192.168.1.12,13/02/2019 15:25,2019-07-21 18:39:34 UTC,2019-07-27 18:39:34 UTC,DEV-753-2019,TheSun,"45437594, 06638427","POLYGON ((-5.3810959, 105.2955575), (-4.3810959,105.2955575),(-5.3810959, 105.7955575), (-4.3810959,105.7955575),(-5.3810959,105.2955575))"
760,Jimmy Page,192.168.1.12,09/01/2020 15:36,2019-10-18 04:22:02 UTC,2019-10-20 04:22:02 UTC,DEV-760-2020,NewYorkTimes,"88567866, 05960119, 29088981, 74224670, 01135344, 17770175, 10635900, 12400172, 29789713","POLYGON ((31.963463, 35.215092), (32.963463,35.215092),(31.963463, 35.715092), (32.963463,35.715092),(31.963463,35.215092))"
763,Jimmy Page,192.168.1.12,07/10/2019 13:04,2019-04-08 21:27:48 UTC,2019-04-10 21:27:48 UTC,DEV-763-2019,FinancialTimes,"51962353, 65832499, 03769211, 79431744, 02839320","POLYGON ((40.0856412, -8.2896115), (41.0856412,-8.2896115),(40.0856412, -7.7896115), (41.0856412,-7.7896115),(40.0856412,-8.2896115))"
766,Jimmy Page,192.168.1.12,14/11/2019 11:04,2019-08-25 15:29:38 UTC,2019-08-31 15:29:38 UTC,DEV-766-2019,FinancialTimes,"53225152, 28372861, 01035077, 51303996, 95711328, 16478300, 53043492","POLYGON ((-20.2530617, -43.8030567), (-19.2530617,-43.8030567),(-20.2530617, -43.3030567), (-19.2530617,-43.3030567),(-20.2530617,-43.8030567))"
768,John Paul Jones,192.168.1.12,11/10/2019 09:01,2019-04-30 15:51:54 UTC,2019-05-06 15:51:54 UTC,DEV-768-2019,TheSun,"16464473, 80359667, 89311063, 18233912, 61186380, 72118454, 61522306, 32715545, 37611406, 66461054, 80952288","POLYGON ((14.5697429, 121.0190818), (15.5697429,121.0190818),(14.5697429, 121.5190818), (15.5697429,121.5190818),(14.5697429,121.0190818))"
782,Jimmy Page,192.168.1.12,12/06/2019 11:35,2019-11-03 14:30:35 UTC,2019-11-06 14:30:35 UTC,DEV-782-2019,NewYorkTimes,"73706647, 70581422, 05227374, 79793205, 01645686, 74896505, 30692045, 02749425, 45784688","POLYGON ((-18.8494836, -44.4748018), (-17.8494836,-44.4748018),(-18.8494836, -43.9748018), (-17.8494836,-43.9748018),(-18.8494836,-44.4748018))"
785,Jimmy Page,192.168.1.47,23/10/2019 08:05,2019-07-18 04:24:45 UTC,2019-07-22 04:24:45 UTC,DEV-785-2019,FinancialTimes,"89275228, 77865668, 83969804, 83359745, 08646649","POLYGON ((5.3622295, -0.6298922), (6.3622295,-0.6298922),(5.3622295, -0.1298922), (6.3622295,-0.1298922),(5.3622295,-0.6298922))"
787,Jimmy Page,192.168.1.12,03/05/2019 12:06,2019-04-11 20:18:30 UTC,2019-04-16 20:18:30 UTC,DEV-787-2019,WashingtonPost,21916728,"POLYGON ((51.5749006, 4.7680893), (52.5749006,4.7680893),(51.5749006, 5.2680893), (52.5749006,5.2680893),(51.5749006,4.7680893))"
795,John Paul Jones,192.168.1.12,06/12/2019 12:36,2019-03-15 08:20:33 UTC,2019-03-20 08:20:33 UTC,DEV-795-2019,TheSun,76211443,"POLYGON ((-6.745694, 111.0438053), (-5.745694,111.0438053),(-6.745694, 111.5438053), (-5.745694,111.5438053),(-6.745694,111.0438053))"
796,Jimmy Page,192.168.1.12,13/02/2019 11:30,2019-12-20 18:06:55 UTC,2019-12-22 18:06:55 UTC,DEV-796-2019,DailyExpress,"19229753, 86082948, 62730314, 91422184, 47675254, 15600138, 89218942, 09233916, 48415472, 39846702, 63137220","POLYGON ((41.5225691, 20.2818148), (42.5225691,20.2818148),(41.5225691, 20.7818148), (42.5225691,20.7818148),(41.5225691,20.2818148))"
797,Jimmy Page,192.168.1.55,26/08/2019 15:17,2020-01-22 13:01:46 UTC,2020-01-28 13:01:46 UTC,DEV-797-2019,TheTimes,"61846597, 30275241, 91450114, 66355226, 71934912, 75946068, 93547705, 64877931, 85270774, 80849524","POLYGON ((50.817118, 18.880399), (51.817118,18.880399),(50.817118, 19.380399), (51.817118,19.380399),(50.817118,18.880399))"
802,John Paul Jones,192.168.1.12,28/08/2019 15:05,2019-02-09 16:37:25 UTC,2019-02-11 16:37:25 UTC,DEV-802-2019,DailyExpress,"55205151, 81408969, 24931346, 24196689, 74028793, 05648407, 27322121, 20710682","POLYGON ((10.4471471, -74.4086073), (11.4471471,-74.4086073),(10.4471471, -73.9086073), (11.4471471,-73.9086073),(10.4471471,-74.4086073))"
803,Jimmy Page,192.168.1.12,26/06/2019 08:16,2019-08-07 21:23:17 UTC,2019-08-13 21:23:17 UTC,DEV-803-2019,NewYorkTimes,"01614700, 76623403, 37277306, 34031354, 78394963, 11628221, 09694411","POLYGON ((-12.0169195, -75.2799884), (-11.0169195,-75.2799884),(-12.0169195, -74.7799884), (-11.0169195,-74.7799884),(-12.0169195,-75.2799884))"
811,John Paul Jones,192.168.1.12,09/12/2019 12:51,2019-08-21 21:07:45 UTC,2019-08-23 21:07:45 UTC,DEV-811-2019,MailOnline,"32680504, 62738252, 84184305, 69157766, 01251030, 67671622","POLYGON ((22.3699122, 114.1144306), (23.3699122,114.1144306),(22.3699122, 114.6144306), (23.3699122,114.6144306),(22.3699122,114.1144306))"
824,Jimmy Page,192.168.1.12,24/10/2019 11:27,2019-09-01 23:20:20 UTC,2019-09-04 23:20:20 UTC,DEV-824-2019,TheTimes,"46083587, 33271451","POLYGON ((40.8253148, -8.4661017), (41.8253148,-8.4661017),(40.8253148, -7.9661017), (41.8253148,-7.9661017),(40.8253148,-8.4661017))"
826,Jimmy Page,192.168.1.12,26/12/2019 09:58,2019-07-31 19:52:28 UTC,2019-08-03 19:52:28 UTC,DEV-826-2019,FinancialTimes,"30707036, 51860841, 92515103, 83608093, 02730054, 00689790, 40574262, 64574161, 83589842, 76160138","POLYGON ((44.151742, 125.8395731), (45.151742,125.8395731),(44.151742, 126.3395731), (45.151742,126.3395731),(44.151742,125.8395731))"
830,John Paul Jones,192.168.1.12,28/03/2019 09:18,2019-07-06 19:21:37 UTC,2019-07-09 19:21:37 UTC,DEV-830-2019,WashingtonPost,"32217786, 65713109, 98580070, 02820986, 95710630, 62532002, 50595112","POLYGON ((23.090657, 113.276884), (24.090657,113.276884),(23.090657, 113.776884), (24.090657,113.776884),(23.090657,113.276884))"
836,John Paul Jones,192.168.1.12,31/12/2019 09:55,2019-06-03 03:56:55 UTC,2019-06-05 03:56:55 UTC,DEV-836-2019,TheSun,"58740710, 13946085","POLYGON ((-8.7916488, 121.0392436), (-7.7916488,121.0392436),(-8.7916488, 121.5392436), (-7.7916488,121.5392436),(-8.7916488,121.0392436))"
837,John Paul Jones,192.168.1.55,28/08/2019 09:02,2019-02-25 06:38:59 UTC,2019-03-03 06:38:59 UTC,DEV-837-2019,WashingtonPost,"31917766, 39543057, 48129927, 73289955, 80410298, 96379058, 92334027, 07104832, 67386335, 66749937, 61859426","POLYGON ((-6.9218452, 112.867154), (-5.9218452,112.867154),(-6.9218452, 113.367154), (-5.9218452,113.367154),(-6.9218452,112.867154))"
839,Jimmy Page,192.168.1.55,07/02/2019 09:32,2019-03-07 04:13:17 UTC,2019-03-12 04:13:17 UTC,DEV-839-2019,TheTimes,"74739577, 36411741","POLYGON ((37.3189149, -121.9416226), (38.3189149,-121.9416226),(37.3189149, -121.4416226), (38.3189149,-121.4416226),(37.3189149,-121.9416226))"
840,John Paul Jones,192.168.1.12,15/07/2019 11:00,2019-04-25 03:14:26 UTC,2019-04-27 03:14:26 UTC,DEV-840-2019,DailyExpress,"99690042, 76568979, 22568622, 98612769, 19729404, 02938999, 33238775, 37273473","POLYGON ((18.2051988, -71.0924706), (19.2051988,-71.0924706),(18.2051988, -70.5924706), (19.2051988,-70.5924706),(18.2051988,-71.0924706))"
842,Jimmy Page,192.168.1.12,07/06/2019 12:22,2019-03-05 22:15:09 UTC,2019-03-10 22:15:09 UTC,DEV-842-2019,NewYorkTimes,"65330719, 86646427, 28490780","POLYGON ((43.3250688, 132.3546464), (44.3250688,132.3546464),(43.3250688, 132.8546464), (44.3250688,132.8546464),(43.3250688,132.3546464))"
843,John Paul Jones,192.168.1.12,12/11/2019 14:36,2019-07-05 03:30:44 UTC,2019-07-11 03:30:44 UTC,DEV-843-2019,DailyExpress,"45516205, 24622166, 06247112","POLYGON ((-7.7527791, 113.697829), (-6.7527791,113.697829),(-7.7527791, 114.197829), (-6.7527791,114.197829),(-7.7527791,113.697829))"
844,John Paul Jones,192.168.1.55,26/09/2019 14:54,2019-10-04 05:33:03 UTC,2019-10-08 05:33:03 UTC,DEV-844-2019,FinancialTimes,"85120057, 39199860, 29032470, 45116017, 58281355","POLYGON ((-34.6473284, -58.4184031), (-33.6473284,-58.4184031),(-34.6473284, -57.9184031), (-33.6473284,-57.9184031),(-34.6473284,-58.4184031))"
847,Jimmy Page,192.168.1.12,19/11/2019 10:41,2019-07-03 18:18:32 UTC,2019-07-09 18:18:32 UTC,DEV-847-2019,DailyExpress,"29305892, 23575752, 62381617, 26183491, 25461031, 46422661, 24833418, 91313598, 06743602","POLYGON ((32.8676912, -80.017511), (33.8676912,-80.017511),(32.8676912, -79.517511), (33.8676912,-79.517511),(32.8676912,-80.017511))"
849,Jimmy Page,192.168.1.12,18/12/2019 08:36,2019-05-30 04:46:10 UTC,2019-06-03 04:46:10 UTC,DEV-849-2019,TheGuardian,"48313638, 43594626, 73797130, 16820478, 25092308, 95053771, 04327028","POLYGON ((35.1133985, 48.9757225), (36.1133985,48.9757225),(35.1133985, 49.4757225), (36.1133985,49.4757225),(35.1133985,48.9757225))"
850,John Paul Jones,192.168.1.55,20/03/2019 12:35,2019-05-29 05:42:38 UTC,2019-06-02 05:42:38 UTC,DEV-850-2019,WashingtonPost,"07996421, 78531100, 99063641, 67259648","POLYGON ((0.3407154, 127.8300034), (1.3407154,127.8300034),(0.3407154, 128.3300034), (1.3407154,128.3300034),(0.3407154,127.8300034))"
863,Jimmy Page,192.168.1.12,01/03/2019 09:28,2019-05-26 08:02:58 UTC,2019-05-30 08:02:58 UTC,DEV-863-2019,MailOnline,"18459514, 10054931, 39296715, 65159171, 30758656, 47477512, 59374281, 50111976, 20520951, 63257337","POLYGON ((36.0558208, 40.731064), (37.0558208,40.731064),(36.0558208, 41.231064), (37.0558208,41.231064),(36.0558208,40.731064))"
864,Jimmy Page,192.168.1.55,15/01/2020 11:43,2019-10-05 03:13:40 UTC,2019-10-09 03:13:40 UTC,DEV-864-2020,WashingtonPost,"97842810, 14212716, 77750862, 05619255, 87203647, 16294739, 94237792, 12238534, 20361659","POLYGON ((39.00366, 117.710496), (40.00366,117.710496),(39.00366, 118.210496), (40.00366,118.210496),(39.00366,117.710496))"
866,Jimmy Page,192.168.1.12,14/08/2019 13:23,2019-03-23 13:41:35 UTC,2019-03-28 13:41:35 UTC,DEV-866-2019,TheGuardian,"21737917, 17872690, 57054970","POLYGON ((43.7549435, 11.2216134), (44.7549435,11.2216134),(43.7549435, 11.7216134), (44.7549435,11.7216134),(43.7549435,11.2216134))"
876,Jimmy Page,192.168.1.12,07/10/2019 11:11,2019-04-03 10:57:04 UTC,2019-04-06 10:57:04 UTC,DEV-876-2019,WashingtonPost,"69155366, 30406142, 01469850, 29808657, 44421879, 03609937","POLYGON ((41.0534668, -8.3490278), (42.0534668,-8.3490278),(41.0534668, -7.8490278), (42.0534668,-7.8490278),(41.0534668,-8.3490278))"
877,Jimmy Page,192.168.1.66,19/02/2019 14:26,2019-05-12 18:44:45 UTC,2019-05-15 18:44:45 UTC,DEV-877-2019,MailOnline,"36693149, 21876226, 83989997, 18314535, 25364116, 19100386","POLYGON ((62.9131803, 34.4619228), (63.9131803,34.4619228),(62.9131803, 34.9619228), (63.9131803,34.9619228),(62.9131803,34.4619228))"
880,John Paul Jones,192.168.1.12,10/12/2019 08:48,2019-09-07 10:57:19 UTC,2019-09-10 10:57:19 UTC,DEV-880-2019,DailyExpress,"43138005, 86495037, 64390354, 45650747, 76290244, 21034042, 82078787, 45367242, 74161853, 17696737, 25394819","POLYGON ((18.4320055, 98.9024603), (19.4320055,98.9024603),(18.4320055, 99.4024603), (19.4320055,99.4024603),(18.4320055,98.9024603))"
882,John Paul Jones,192.168.1.12,09/04/2019 12:17,2019-05-06 22:50:40 UTC,2019-05-12 22:50:40 UTC,DEV-882-2019,DailyExpress,"60016112, 39062354, 01434496","POLYGON ((1.4081109, -77.391527), (2.4081109,-77.391527),(1.4081109, -76.891527), (2.4081109,-76.891527),(1.4081109,-77.391527))"
883,John Paul Jones,192.168.1.12,20/11/2019 09:55,2019-06-29 13:14:30 UTC,2019-07-02 13:14:30 UTC,DEV-883-2019,MailOnline,"79427007, 32169273, 52590253, 11253854, 08160968, 57027934, 34749135, 33981243, 80271024, 70855211, 50735949","POLYGON ((-7.035591, 109.8975853), (-6.035591,109.8975853),(-7.035591, 110.3975853), (-6.035591,110.3975853),(-7.035591,109.8975853))"
888,Jimmy Page,192.168.1.12,27/09/2019 10:05,2019-07-20 05:58:16 UTC,2019-07-25 05:58:16 UTC,DEV-888-2019,FinancialTimes,"42751693, 24933396, 68536763, 41230782","POLYGON ((58.703557, 14.1362521), (59.703557,14.1362521),(58.703557, 14.6362521), (59.703557,14.6362521),(58.703557,14.1362521))"
890,John Paul Jones,192.168.1.55,16/01/2020 13:40,2019-09-11 09:59:29 UTC,2019-09-13 09:59:29 UTC,DEV-890-2020,DailyExpress,31124669,"POLYGON ((-6.6063841, 106.7617984), (-5.6063841,106.7617984),(-6.6063841, 107.2617984), (-5.6063841,107.2617984),(-6.6063841,106.7617984))"
891,Jimmy Page,192.168.1.12,04/12/2019 14:36,2019-11-05 06:20:06 UTC,2019-11-09 06:20:06 UTC,DEV-891-2019,FinancialTimes,"71409849, 54248183, 08553812, 46492706, 76342114, 64431821, 58157723, 05082759, 52843822, 62866148, 92414374","POLYGON ((38.3691874, 141.059301), (39.3691874,141.059301),(38.3691874, 141.559301), (39.3691874,141.559301),(38.3691874,141.059301))"
892,Jimmy Page,192.168.1.12,30/09/2019 13:46,2019-12-12 20:49:16 UTC,2019-12-17 20:49:16 UTC,DEV-892-2019,FinancialTimes,"72652108, 34826722, 66263621, 83788862, 84654063, 66036006, 32943026, 45972006, 46424523, 33157845","POLYGON ((30.9049366, 52.6921001), (31.9049366,52.6921001),(30.9049366, 53.1921001), (31.9049366,53.1921001),(30.9049366,52.6921001))"
893,John Paul Jones,192.168.1.12,21/10/2019 11:21,2019-11-22 13:42:15 UTC,2019-11-26 13:42:15 UTC,DEV-893-2019,TheTimes,"12735089, 23317077, 36177204, 90063049, 22136587, 86536209, 58380389, 49217638, 29759771, 49093317","POLYGON ((17.7409147, -91.7660525), (18.7409147,-91.7660525),(17.7409147, -91.2660525), (18.7409147,-91.2660525),(17.7409147,-91.7660525))"
895,Jimmy Page,192.168.1.12,11/09/2019 13:50,2019-06-03 10:38:18 UTC,2019-06-08 10:38:18 UTC,DEV-895-2019,DailyExpress,"22735535, 51954994, 56042293","POLYGON ((31.026665, 119.910952), (32.026665,119.910952),(31.026665, 120.410952), (32.026665,120.410952),(31.026665,119.910952))"
899,Jimmy Page,192.168.1.55,06/08/2019 11:52,2019-07-06 03:35:49 UTC,2019-07-10 03:35:49 UTC,DEV-899-2019,TheSun,"66728653, 55782923, 05163963, 28679941, 81161688, 75708107, 25094229, 81567420","POLYGON ((8.150969, 123.8502563), (9.150969,123.8502563),(8.150969, 124.3502563), (9.150969,124.3502563),(8.150969,123.8502563))"
908,Jimmy Page,192.168.1.12,19/11/2019 12:11,2019-06-10 06:42:11 UTC,2019-06-14 06:42:11 UTC,DEV-908-2019,DailyExpress,"56743774, 57127571, 29251343, 00280644, 01067006, 23360054, 96737471, 29524542, 93638990, 76852983, 25961377","POLYGON ((39.876135, -8.9189073), (40.876135,-8.9189073),(39.876135, -8.4189073), (40.876135,-8.4189073),(39.876135,-8.9189073))"
916,John Paul Jones,192.168.1.47,01/08/2019 12:29,2019-09-16 18:43:22 UTC,2019-09-20 18:43:22 UTC,DEV-916-2019,MailOnline,"85161436, 62391008, 11633814, 81839566, 32959335, 21056400, 39982304, 52961309, 73613437, 13214877","POLYGON ((-8.412375, 117.144997), (-7.412375,117.144997),(-8.412375, 117.644997), (-7.412375,117.644997),(-8.412375,117.144997))"
929,Jimmy Page,192.168.1.12,22/05/2019 11:25,2019-05-22 21:19:39 UTC,2019-05-25 21:19:39 UTC,DEV-929-2019,MailOnline,"71126184, 23002577, 25311775, 39774601, 47647665","POLYGON ((6.30435, -70.202659), (7.30435,-70.202659),(6.30435, -69.702659), (7.30435,-69.702659),(6.30435,-70.202659))"
932,Robert Plant,192.168.1.66,10/06/2019 11:08,2019-03-01 08:21:43 UTC,2019-03-03 08:21:43 UTC,DEV-932-2019,DailyExpress,"84556819, 28120509, 91020115, 36741835, 68029409, 31022121, 93578073, 06301387, 11184640, 11367186, 53954850","POLYGON ((-1.8703308, 116.3013267), (-0.8703308,116.3013267),(-1.8703308, 116.8013267), (-0.8703308,116.8013267),(-1.8703308,116.3013267))"
934,Jimmy Page,192.168.1.12,27/08/2019 14:58,2020-02-03 19:28:59 UTC,2020-02-08 19:28:59 UTC,DEV-934-2019,WashingtonPost,"22014716, 45489599, 89466973, 86008030, 48828777, 79543773, 43684032, 61669166, 79577705, 26781037, 66679575","POLYGON ((-23.0510503, -47.838004), (-22.0510503,-47.838004),(-23.0510503, -47.338004), (-22.0510503,-47.338004),(-23.0510503,-47.838004))"
935,Jimmy Page,192.168.1.12,04/07/2019 09:50,2019-05-28 19:54:40 UTC,2019-05-30 19:54:40 UTC,DEV-935-2019,TheSun,63626076,"POLYGON ((45.323812, 133.4113691), (46.323812,133.4113691),(45.323812, 133.9113691), (46.323812,133.9113691),(45.323812,133.4113691))"
939,John Paul Jones,192.168.1.12,22/01/2020 14:56,2019-05-13 19:42:14 UTC,2019-05-17 19:42:14 UTC,DEV-939-2020,FinancialTimes,32177373,"POLYGON ((-5.81526, -77.3826845), (-4.81526,-77.3826845),(-5.81526, -76.8826845), (-4.81526,-76.8826845),(-5.81526,-77.3826845))"
941,John Bonham,192.168.1.12,24/05/2019 11:18,2019-05-29 03:16:07 UTC,2019-06-04 03:16:07 UTC,DEV-941-2019,WashingtonPost,"50070028, 18746065, 14599221, 06573662","POLYGON ((55.8210459, 38.0849522), (56.8210459,38.0849522),(55.8210459, 38.5849522), (56.8210459,38.5849522),(55.8210459,38.0849522))"
942,John Paul Jones,192.168.1.47,31/12/2019 14:50,2019-06-11 20:20:34 UTC,2019-06-16 20:20:34 UTC,DEV-942-2019,NewYorkTimes,"63857847, 16829184","POLYGON ((0.2213005, 99.634135), (1.2213005,99.634135),(0.2213005, 100.134135), (1.2213005,100.134135),(0.2213005,99.634135))"
